dataset,seed,method,window_id,A_r,B_r,U_r,m_by_client
sensorscope,30002,raven_sag,40,"[""client-001""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001""]","{""client-000"": 2.6511627646709477, ""client-001"": 3.093947954104495, ""client-003"": 12.37579181641798, ""client-004"": 6.18789590820899, ""client-005"": 2.6511627646709477, ""client-006"": 5.302325529341895, ""client-007"": 7.310945871980331}"
sensorscope,30002,raven_sag,41,"[""client-000""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006""]","[""client-000""]","{""client-000"": 3.074039726260456, ""client-001"": 3.074039726260456, ""client-002"": 9.22211917878137, ""client-003"": 4.267374356317044, ""client-004"": 2.652441744948901, ""client-006"": 7.957325234846703}"
sensorscope,30002,raven_sag,42,"[""client-000"", ""client-001"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-007""]","{""client-000"": 4.2233681865767565, ""client-001"": 2.6588350760716533, ""client-002"": 5.3176701521433065, ""client-003"": 3.5830987752426617, ""client-005"": 4.2233681865767565, ""client-006"": 3.0700084186616863, ""client-007"": 6.140016837323373}"
sensorscope,30002,raven_sag,43,"[""client-000"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-004""]","{""client-000"": 3.0812193018454663, ""client-001"": 4.237929583900732, ""client-002"": 8.005694286425928, ""client-004"": 3.0812193018454663, ""client-005"": 3.595927878048746, ""client-006"": 3.0812193018454663, ""client-007"": 2.668564762141976}"
sensorscope,30002,raven_sag,44,"[""client-004"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-004"", ""client-005""]","{""client-000"": 8.489216930604549, ""client-001"": 6.173015104085405, ""client-002"": 2.6732036102336014, ""client-003"": 3.0865075520427023, ""client-004"": 6.173015104085405, ""client-005"": 5.346407220467203, ""client-006"": 6.173015104085405, ""client-007"": 3.601903162355371}"
sensorscope,30002,raven_sag,45,"[""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-003"", ""client-004"", ""client-006"", ""client-007""]","{""client-000"": 7.124873004255955, ""client-001"": 2.670343750986046, ""client-002"": 3.5624365021279774, ""client-003"": 2.670343750986046, ""client-004"": 5.340687501972092, ""client-005"": 8.347558845616845, ""client-006"": 3.0688522901908706, ""client-007"": 3.0688522901908706}"
sensorscope,30002,raven_sag,46,"[""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-005""]","{""client-000"": 2.6727657361888726, ""client-001"": 3.533438117979227, ""client-002"": 2.6727657361888726, ""client-003"": 6.117207052607616, ""client-004"": 3.533438117979227, ""client-005"": 12.234414105215231, ""client-007"": 9.175810578911424}"
sensorscope,30002,raven_sag,47,"[""client-002""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-002""]","{""client-001"": 4.062076315712816, ""client-002"": 6.095998687888102, ""client-003"": 4.062076315712816, ""client-004"": 4.062076315712816, ""client-006"": 6.095998687888102, ""client-007"": 6.095998687888102}"
sensorscope,30002,raven_sag,48,"[""client-002"", ""client-004"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-004"", ""client-005""]","{""client-000"": 6.096196101858159, ""client-001"": 2.681694857766539, ""client-002"": 5.363389715533078, ""client-003"": 3.0480980509290796, ""client-004"": 6.096196101858159, ""client-005"": 2.681694857766539, ""client-006"": 8.045084573299617, ""client-007"": 3.4943321951941315}"
sensorscope,30002,raven_sag,49,"[""client-000"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-006""]","{""client-000"": 9.111215669174445, ""client-001"": 5.351041747351271, ""client-002"": 2.6755208736756355, ""client-005"": 5.351041747351271, ""client-006"": 2.6755208736756355, ""client-007"": 6.953279841633727}"
sensorscope,30002,raven_sag,50,"[""client-002"", ""client-003""]","[""client-002"", ""client-003"", ""client-005"", ""client-006""]","[""client-002"", ""client-003""]","{""client-002"": 3.035554371680903, ""client-003"": 5.354296895895139, ""client-005"": 3.035554371680903, ""client-006"": 2.6771484479475696}"
sensorscope,30002,raven_sag,51,"[""client-003"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-003"", ""client-007""]","{""client-000"": 2.7033201397213604, ""client-001"": 6.99186251093384, ""client-003"": 2.7033201397213604, ""client-004"": 2.7033201397213604, ""client-005"": 3.061885053730403, ""client-007"": 4.0213482661149484}"
sensorscope,30002,raven_sag,52,[],"[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]",[],"{""client-000"": 3.0808264780630434, ""client-001"": 5.460319837623272, ""client-003"": 5.460319837623272, ""client-004"": 6.161652956126087, ""client-005"": 2.730159918811636, ""client-006"": 5.460319837623272, ""client-007"": 5.460319837623272}"
sensorscope,30002,raven_sag,53,"[""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","{""client-000"": 2.7433551736581663, ""client-001"": 3.082206912882333, ""client-003"": 7.940594349487351, ""client-004"": 6.164413825764666, ""client-005"": 3.082206912882333, ""client-006"": 2.7433551736581663}"
sensorscope,30002,raven_sag,54,"[""client-001"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006""]","[""client-001"", ""client-005""]","{""client-000"": 2.7556306158254733, ""client-001"": 3.0870617286328152, ""client-002"": 2.7556306158254733, ""client-004"": 2.7556306158254733, ""client-005"": 3.0870617286328152, ""client-006"": 3.481061004438992}"
sensorscope,30002,raven_sag,55,[],"[""client-000"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]",[],"{""client-000"": 8.326144589690703, ""client-003"": 7.9821163117694125, ""client-004"": 5.550763059793802, ""client-006"": 6.2250586924711575, ""client-007"": 3.1125293462355788}"
sensorscope,30002,raven_sag,56,"[""client-001"", ""client-002"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-006"", ""client-007""]","[""client-001"", ""client-002"", ""client-007""]","{""client-000"": 5.542199847274874, ""client-001"": 3.1191153080957363, ""client-002"": 2.771099923637437, ""client-003"": 5.542199847274874, ""client-006"": 5.542199847274874, ""client-007"": 5.542199847274874}"
sensorscope,30002,raven_sag,57,"[""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-003"", ""client-006""]","{""client-000"": 3.1279585410174544, ""client-001"": 3.1279585410174544, ""client-003"": 3.1279585410174544, ""client-004"": 11.061028054814006, ""client-005"": 5.530514027407003, ""client-006"": 6.255917082034909, ""client-007"": 5.530514027407003}"
sensorscope,30002,raven_sag,58,"[""client-000"", ""client-002"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-006""]","{""client-000"": 2.746327907499013, ""client-001"": 6.242687534539738, ""client-002"": 3.121343767269869, ""client-003"": 5.492655814998026, ""client-004"": 5.492655814998026, ""client-006"": 6.242687534539738, ""client-007"": 6.242687534539738}"
sensorscope,30002,raven_sag,59,"[""client-001"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-005""]","{""client-000"": 5.457715291183667, ""client-001"": 6.228377391341823, ""client-002"": 6.228377391341823, ""client-004"": 5.457715291183667, ""client-005"": 6.228377391341823, ""client-006"": 9.342566087012734, ""client-007"": 6.228377391341823}"
sensorscope,30002,raven_sag,60,"[""client-000"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-005"", ""client-007""]","{""client-000"": 10.831603772666657, ""client-001"": 12.444660432910545, ""client-002"": 3.094097106620724, ""client-003"": 5.415801886333329, ""client-004"": 9.282291319862171, ""client-005"": 3.094097106620724, ""client-006"": 6.188194213241448, ""client-007"": 6.188194213241448}"
sensorscope,30002,raven_sag,61,"[""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-004"", ""client-005"", ""client-006""]","{""client-000"": 3.0539022901057615, ""client-003"": 6.107804580211523, ""client-004"": 7.022842065298804, ""client-005"": 5.35946427338104, ""client-006"": 2.67973213669052, ""client-007"": 5.35946427338104}"
sensorscope,30002,raven_sag,62,"[""client-001"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-001"", ""client-006"", ""client-007""]","{""client-000"": 7.041377625813675, ""client-001"": 6.11177124516383, ""client-002"": 6.11177124516383, ""client-004"": 5.353579919502139, ""client-006"": 2.6767899597510696, ""client-007"": 9.167656867745745}"
sensorscope,30002,raven_sag,63,"[""client-001"", ""client-003"", ""client-005""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-001"", ""client-003"", ""client-005""]","{""client-001"": 2.6713898143139287, ""client-002"": 4.083703055740409, ""client-003"": 5.3427796286278575, ""client-004"": 6.099894488009375, ""client-005"": 2.6713898143139287, ""client-006"": 6.099894488009375}"
sensorscope,30002,raven_sag,64,"[""client-000"", ""client-001"", ""client-002"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-007""]","{""client-000"": 3.0517998103689825, ""client-001"": 8.028725869623704, ""client-002"": 6.103599620737965, ""client-003"": 3.5115004700854064, ""client-004"": 3.0517998103689825, ""client-005"": 4.0741959227030495, ""client-006"": 6.103599620737965, ""client-007"": 3.0517998103689825}"
sensorscope,30002,raven_sag,65,"[""client-002"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-006""]","{""client-000"": 7.016599032459766, ""client-001"": 3.0471886084185984, ""client-002"": 2.6708455953211523, ""client-004"": 6.094377216837197, ""client-005"": 6.094377216837197, ""client-006"": 2.6708455953211523, ""client-007"": 8.14654305641056}"
sensorscope,30002,raven_sag,66,"[""client-002"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-005"", ""client-007""]","{""client-000"": 5.340539985987357, ""client-001"": 3.0435364953819586, ""client-002"": 2.6702699929936786, ""client-004"": 4.05896027165257, ""client-005"": 9.130609486145875, ""client-006"": 4.05896027165257, ""client-007"": 6.087072990763917}"
sensorscope,30002,raven_sag,67,"[""client-003""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-003""]","{""client-000"": 4.039093226990362, ""client-001"": 9.118845775945255, ""client-002"": 8.012698939658472, ""client-003"": 6.079230517296836, ""client-004"": 3.039615258648418, ""client-005"": 6.979389889624874, ""client-006"": 3.039615258648418}"
sensorscope,30002,raven_sag,68,"[""client-003"", ""client-006""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-003"", ""client-006""]","{""client-001"": 6.047466554538581, ""client-002"": 3.0237332772692906, ""client-003"": 3.0237332772692906, ""client-004"": 2.6596528156854786, ""client-006"": 6.047466554538581, ""client-007"": 5.319305631370957}"
sensorscope,30002,raven_sag,69,"[""client-003""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-003""]","{""client-001"": 8.110190471574086, ""client-002"": 4.055095235787043, ""client-003"": 2.661097881530187, ""client-004"": 5.322195763060374, ""client-005"": 5.322195763060374, ""client-006"": 4.055095235787043, ""client-007"": 2.661097881530187}"
sensorscope,30002,raven_sag,70,"[""client-002"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-006""]","{""client-000"": 2.6552464393199307, ""client-001"": 6.0661469951616045, ""client-002"": 6.0661469951616045, ""client-003"": 2.6552464393199307, ""client-004"": 6.0661469951616045, ""client-005"": 3.497143475664969, ""client-006"": 2.6552464393199307, ""client-007"": 3.0330734975808022}"
sensorscope,30002,raven_sag,71,"[""client-003"", ""client-004""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-003"", ""client-004""]","{""client-001"": 6.061724168535336, ""client-002"": 3.4939725140517055, ""client-003"": 3.4939725140517055, ""client-004"": 3.030862084267668, ""client-005"": 2.6537474980490137, ""client-006"": 4.0626889679159515}"
sensorscope,30002,raven_sag,72,"[""client-002"", ""client-003"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-003"", ""client-007""]","{""client-000"": 5.3211020388522305, ""client-001"": 3.041022918105228, ""client-002"": 6.082045836210456, ""client-003"": 3.041022918105228, ""client-004"": 6.082045836210456, ""client-005"": 5.3211020388522305, ""client-006"": 6.082045836210456, ""client-007"": 6.082045836210456}"
